Timestamp (UTC),Waktu Lokal,Arah (BUY/SELL),SOL Amount,Token Amount,USD Value,Price USD,Wallet Address,Tags,Realized Profit USD,Current Balance,Total Trade Wallet,Tx Hash
2026-04-21 00:00:09.000,"4/21/2026, 7:00:09 AM",SELL,0.098699805,73857.444954,8.4171193704,0.000113964399606928,54Pz1e35z9uoFdnxtzjp7xZQoFiofqhdayQWBMN7dsuy,"sandwich_bot; bluechip_owner; bundler",-162.6149438038695,0,3272,5RxrE3dgbLRYaA4AW9DqZk7DuBnqx1wEhm94YS14LCi4eJ7cZDgjj8MnA8MLbDToof73ocaWUonmfdu6m7HbwrvP
2026-04-21 00:00:12.000,"4/21/2026, 7:00:12 AM",SELL,0.206435102,159004.032477,17.60684984958,0.00011073209638392,2tgUbS9UMoQD6GkDZBiqKYCURnGrSb6ocYwRABrSJUvY,"trojan; bundler",249.54237347235,0,1068,5FbJ3fbqEVjZ2MtxDpoQCSk7utmTheJzRsJp1xLzVcDBJ82aBkutqBystv1XhkQsMaNq8oM7KRHzhYU96GiTb3Nv
2026-04-21 00:00:12.000,"4/21/2026, 7:00:12 AM",SELL,0.206887304,159004.03148,17.64541815816,0.000110974658909322,2tgUbS9UMoQD6GkDZBiqKYCURnGrSb6ocYwRABrSJUvY,"trojan; bundler",249.54237347235,0,1068,5vCT7eVgKCmHbxLQXh2As4ogGP7zfsMgV63VrifQbf9ZqqmSfnQMtekcvGZX9Gu53KeTqdrNgBX7rtchyNBQTFzm
2026-04-21 00:00:13.000,"4/21/2026, 7:00:13 AM",SELL,0.011547837,8904.844877,0.98491501773,0.000110604399215085,F3DUZaVLvjPuiYDuaT6YNKxG7hxdXET2wwm4LcWd6j4Z,"",9.427869145724339,0,248,26vTq5aEW7PsXBAyB4ZSX1AhDgsiY9K9fPnxyGveQ7TQRouBEeXxJLmF3FjfJaCzgEFBXVLvBbZbYwPE1ycxDi1P
2026-04-21 00:00:55.000,"4/21/2026, 7:00:55 AM",BUY,0.579816211,439558.240744,49.43513014986,0.00011246548367691,WA7FRg1GNonpgQG9AtBVtnTkBTQde2VnwRi3zySvv6o,"",-678.2024796523465,0,25,4v44fYXtNDEA96UF4NFGTnJ6uzP3xp2QMmkGnvHUK4gPr712puRpTE5bDndcehyxskSxurjwDUnSkKmfUd6B7EJm
2026-04-21 00:01:14.000,"4/21/2026, 7:01:14 AM",SELL,0.055166197,41761.769209,4.7056766041,0.00011267905295063,JD6rVaerbyz6wjQ433nrw6bFTgFrp46MiYmi8EtUAfsG,"sandwich_bot; bluechip_owner",549.8719582773573,22640.617102,27792,3bNPx895GcbTq5wmAbRN73S131cKGJWSYsU2Df8p8ipFcHN6bv2twkGmqhr3hH8CrbYZokWn2mXMVDkN31xJ4dY9
2026-04-21 00:01:14.000,"4/21/2026, 7:01:14 AM",BUY,0.05493119,42648.865615,4.685630507,0.00010986530214635,JD6rVaerbyz6wjQ433nrw6bFTgFrp46MiYmi8EtUAfsG,"sandwich_bot; bluechip_owner",549.8719582773573,22640.617102,27792,3bNPx895GcbTq5wmAbRN73S131cKGJWSYsU2Df8p8ipFcHN6bv2twkGmqhr3hH8CrbYZokWn2mXMVDkN31xJ4dY9
2026-04-21 00:01:14.000,"4/21/2026, 7:01:14 AM",SELL,2.554975989,1985248.667068,217.9394518617,0.00010977942233666,G7ckwKimxD6YTqC7SPW8nhyHy82DguUTTqpmJLgxS9fY,"",299.9281089991072,0,46,4j97vZ5iCEpDJyoKEvLQ1WcWG7oHXyQY5GaFRFSZtbJ8adJrgUJ2YrKerAVLA4g7a4p3ugRYaA44ZeRiDjnqhMi9
2026-04-21 00:01:31.000,"4/21/2026, 7:01:31 AM",SELL,0.173023941,133167.008982,14.75721192789,0.000110817326612688,B5n9BeMDAhMoJWKiirkkeQ2t6xSkaKyQ8gviinpYLaP2,"",0,0,3,3zu9WWKdDj4Pncn2yVL3TY9hvMvDwipeM3bAa7DnUoMSUoNYPSsN6mRESvKHUsYZsWBtxUmuWCYJuuVVPyYjgczX
2026-04-21 00:01:39.000,"4/21/2026, 7:01:39 AM",SELL,0.154602183,121721.362531,13.18602018807,0.000108329548028142,G7ckwKimxD6YTqC7SPW8nhyHy82DguUTTqpmJLgxS9fY,"",299.9281089991072,0,46,5Y9EvD74MC8qcazTHDPqgdBeWH9Me5GuiE2aBBie3gptAe6EQ3Y5muUnNntLYns9oii7yhqFw6GmMtpgmBFjdAi2
